0^1410486065^b4503bc254124f20^180.80.59.194^apply.uway.com/2014main^OasDefault/apbox_koreait_2014re,apbox_koreait_140725.swf.html,box_H^winnt^mozilla^mozilla1
0^1410486065^de602f825410f510^222.96.47.130^apply.uway.com/2014main^OasDefault/apcontents_kw_2014re,apcontents_kw_140808,maintop_B^winxp^msie^explorer6
0^1410486065^d3fc685a541246a0^211.252.104.90^apply.uway.com/2014main^OasDefault/apmainbox_bc_2014re,apmainbox_bc_140911.swf.html,mainbox^winnt^msie^explorer7
0^1410486065^d324935c5410f910^211.36.130.91^apply.uway.com/2014main^OasDefault/apcontents_mjc_2014re,apcontents_mjc_140321,contents_C^Other^safari^safari3
0^1410486065^756fb08a54124f20^117.111.176.138^apply.uway.com/2014main^OasDefault/aptopright_kyonggi_2014re,aptopright_kyonggi_140321,topright^winnt^msie^Other
0^1410486065^3d4c250d54124cc0^61.76.37.13^apply.uway.com/2014main^OasDefault/apleft_pknu_2014re,apleft_pknu_140611,Left1^winxp^msie^explorer7
0^1410486065^d324935c5410f910^211.36.130.91^apply.uway.com/2014main^OasDefault/apcontents_sac_2014re,apcontents_sac_140321,contents_D^Other^safari^safari3
0^1410486065^0e36539154123d20^14.54.83.145^apply.uway.com/2014main^OasDefault/apleft_dankook_2014re,apleft_dankook_140821,Left1^winnt^msie^Other
0^1410486065^d324935c5410f910^211.36.130.91^apply.uway.com/2014main^OasDefault/apcontents_hk_2014re,apcontents_hk_140519,maintop_A^Other^safari^safari3
0^1410486065^756fb08a54124f20^117.111.176.138^apply.uway.com/2014main^OasDefault/apspecial_dongnam_2014re,apspecial_dongnam_140321,special_A^winnt^msie^Other
0^1410486065^3d4c250d54124cc0^61.76.37.13^apply.uway.com/2014main^OasDefault/apcontents_sunmoon_2014re,apcontents_sunmoon_140321,contents_D^winxp^msie^explorer7
0^1410486065^d3fc685a541246a0^211.252.104.90^apply.uway.com/2014main^OasDefault/apbox_chungkang_2014re,apbox_chungkang_140324.swf.html,box_E^winnt^msie^explorer7
0^1410486065^0e36539154123d20^14.54.83.145^apply.uway.com/2014main^OasDefault/apcontents_tu_2014re,apcontents_tu_140827,contents_A^winnt^msie^Other
0^1410486065^0e36539154123d20^14.54.83.145^apply.uway.com/2014main^OasDefault/apcontents_mjc_2014re,apcontents_mjc_140321,contents_C^winnt^msie^Other
0^1410486065^756fb08a54124f20^117.111.176.138^apply.uway.com/2014main^OasDefault/apsky_gangdong_2014re,apsky_gangdong_140328.swf.html,sky_B^winnt^msie^Other
0^1410486065^0e36539154123d20^14.54.83.145^apply.uway.com/2014main^OasDefault/apcontents_baewha_2014re,apcontents_baewha_140321,contents_D^winnt^msie^Other
0^1410486065^7096375454116750^112.150.55.84^apply.uway.com/2014main^OasDefault/apcontents_seoularts_2014re,apcontents_seoularts_140321,contents_D^winnt^mozilla^mozilla1
0^1410486065^7096375454116750^112.150.55.84^apply.uway.com/2014main^OasDefault/apleft_ulsan_2014re,apleft_ulsan_140415,Left2^winnt^mozilla^mozilla1
0^1410486065^0e36539154123d20^14.54.83.145^apply.uway.com/2014main^OasDefault/apcontents_kiia_2014re,apcontents_kiia_140425,maintop_B^winnt^msie^Other
0^1410486065^0e3637315410e5c0^14.54.55.49^apply.uway.com/2014main^OasDefault/apright_B_jangan_2014re,apright_B_jangan_140911.swf.html,Right2^winnt^msie^explorer7
0^1410486065^756fb11e54112cf0^117.111.177.30^apply.uway.com/2014main^OasDefault/apsky_incheon_2014re,apsky_incheon_140321.swf.html,sky_H^winnt^msie^explorer7
0^1410486065^756fb11e54112cf0^117.111.177.30^apply.uway.com/2014main^OasDefault/apsky_kijeon_2014re,apsky_kijeon_140829.swf.html,Left^winnt^msie^explorer7
0^1410486065^01fb149d54123210^1.251.20.157^apply.uway.com/2014main^OasDefault/apleft_dankook_2014re,apleft_dankook_140821,Left1^winnt^msie^explorer8
0^1410486065^d32b814b54124f30^211.43.129.75^apply.uway.com/2014main^OasDefault/apbottom_sch_2014re,apbottom_sch_140321,BottomLeft^macintosh^safari^Other
0^1410486065^b450b97154117840^180.80.185.113^apply.uway.com/2014main^OasDefault/apbox_deachungse_2014re,apbox_deachungse_140827.swf.html,box_F^winnt^msie^Other
0^1410486065^b4b6425354124f30^180.182.66.83^apply.uway.com/2014main^OasDefault/apbottom_gpc_2014re,apbottom_gpc_140321,BottomLeft^winnt^mozilla^mozilla1
0^1410486065^b4b6425354124f30^180.182.66.83^apply.uway.com/2014main^OasDefault/apbottom_sart_2014re,apbottom_sart_140321,Bottom1^winnt^mozilla^mozilla1
0^1410486065^72ce791953746af0^114.206.121.225^apply.uway.com/2014main^OasDefault/apcontents_tu_2014re,apcontents_tu_140827,contents_A^winnt^mozilla^mozilla1
0^1410486065^01fb149d54123210^1.251.20.157^apply.uway.com/2014main^OasDefault/apcontents_shinansan_2014re,apcontents_shinansan_140321,contents_D^winnt^msie^explorer8
0^1410486065^01f7bb7f54124b70^1.247.187.127^apply.uway.com/2014main^OasDefault/apmainbox_kbatv_2014re,apmainbox_kbatv_140904.swf.html,mainbox^winnt^safari^safari3
0^1410486065^01f7bb7f54124b70^1.247.187.127^apply.uway.com/2014main^OasDefault/apbox_kwcollege_2014re,apbox_kwcollege_140627.swf.html,box_D^winnt^safari^safari3
0^1410486065^72ce791953746af0^114.206.121.225^apply.uway.com/2014main^OasDefault/apcontents_sangji_2014re,apcontents_sangji_140321,contents_B^winnt^mozilla^mozilla1
0^1410486065^01ec34495411d250^1.236.52.73^apply.uway.com/2014main^OasDefault/apleft_anyang_2014re,apleft_anyang_140321,Left2^winnt^msie^explorer7
0^1410486065^b6e214a554116700^182.226.20.165^apply.uway.com/2014main^OasDefault/apbottom_ansan_2014re,apbottom_ansan_140514,Bottom3^winnt^msie^explorer7
0^1410486065^b4b6425354124f30^180.182.66.83^apply.uway.com/2014main^OasDefault/apleft_dongduk_2014re,apleft_dongduk_140415,Left3^winnt^mozilla^mozilla1
0^1410486065^b4b6425354124f30^180.182.66.83^apply.uway.com/2014main^OasDefault/apleft_incheon_2014re,apleft_incheon_140415,Left2^winnt^mozilla^mozilla1
0^1410486065^72ce791953746af0^114.206.121.225^apply.uway.com/2014main^OasDefault/apcontents_iccu_2014re,apcontents_iccu_140904,maintop_B^winnt^mozilla^mozilla1
0^1410486065^756e584253fbc950^117.110.88.66^apply.uway.com/2014main^OasDefault/apright_globaluway_2014re,apright_globaluway_140602.swf.html,Right3^winnt^msie^Other
0^1410486065^72ce791953746af0^114.206.121.225^apply.uway.com/2014main^OasDefault/apcontentsG_induk_2014,apcontentsG_induk_140801,maintop_C^winnt^mozilla^mozilla1
0^1410486065^01ec34495411d250^1.236.52.73^apply.uway.com/2014main^OasDefault/apcontents_sewc_2014re,apcontents_sewc_140321,contents_B^winnt^msie^explorer7
0^1410486065^756e584253fbc950^117.110.88.66^apply.uway.com/2014main^OasDefault/apskinB_scau_2014re,apskinB_sacu_140321,skin_B^winnt^msie^Other
0^1410486065^01f7bb7f54124b70^1.247.187.127^apply.uway.com/2014main^OasDefault/apbox_suei_2014re,apbox_suei_140321.swf.html,box_H^winnt^safari^safari3
0^1410486065^756e584253fbc950^117.110.88.66^apply.uway.com/2014main^OasDefault/apspecial_dongnam_2014re,apspecial_dongnam_140321,special_A^winnt^msie^Other
0^1410486065^01ec34495411d250^1.236.52.73^apply.uway.com/2014main^OasDefault/apcontents_sac_2014re,apcontents_sac_140321,contents_D^winnt^msie^explorer7
0^1410486065^756e584253fbc950^117.110.88.66^apply.uway.com/2014main^OasDefault/apskyB_kbatv_2014,apskyB_kbatv_140826.swf.html,sky_B^winnt^msie^Other
0^1410486065^756e584253fbc950^117.110.88.66^apply.uway.com/2014main^OasDefault/apsky_kumoh_2014re,apsky_kumoh_140321.swf.html,sky_F^winnt^msie^Other
0^1410486065^01ec34495411d250^1.236.52.73^apply.uway.com/2014main^OasDefault/apcontents_iccu_2014re,apcontents_iccu_140904,maintop_B^winnt^msie^explorer7
0^1410486065^b450723d540fd660^180.80.114.61^apply.uway.com/2014main^OasDefault/apleft_pknu_2014re,apleft_pknu_140611,Left1^winnt^msie^explorer8
0^1410486065^01ec34495411d250^1.236.52.73^apply.uway.com/2014main^OasDefault/apcontents_tongwon_2014re,apcontents_tongwon_140321,maintop_D^winnt^msie^explorer7
0^1410486065^b4b6425354124f30^180.182.66.83^apply.uway.com/2014main^OasDefault/apcontents_yeojoo_2014re,apcontents_yeojoo_140911,maintop_D^winnt^mozilla^mozilla1
0^1410486065^b4b6425354124f30^180.182.66.83^apply.uway.com/2014main^OasDefault/apcontents_hyejeon_2014re,apcontents_hyejeon_140321,maintop_A^winnt^mozilla^mozilla1
0^1410486065^788ec58f5411ba20^120.142.197.143^apply.uway.com/2014main^OasDefault/apleft_kookmin_2014re,apleft_kookmin_140415,Left3^winnt^mozilla^mozilla1
0^1410486065^0e3637315410e5c0^14.54.55.49^apply.uway.com/2014main^OasDefault/apsky_kimchun_2014re,apsky_kimchun_140321.swf.html,sky_A^winnt^msie^explorer7
0^1410486066^d3fc685a541246a0^211.252.104.90^apply.uway.com/2014main^OasDefault/apbox_deachungse_2014re,apbox_deachungse_140827.swf.html,box_F^winnt^msie^explorer7
0^1410486066^70855ed253aa6f30^112.133.88.17^www.uway.com/10main^OasDefault/ubottom_hhu_2013,ubottom_hhu_130730.swf.html,Bottom^winnt^msie^Other
0^1410486066^79bd8c3054065e50^121.189.140.248^apply.uway.com/2014main^OasDefault/apsky_bcu_2014re,apsky_bcu_140902.swf.html,sky_E^winnt^mozilla^mozilla1
0^1410486066^b450b97154117840^180.80.185.113^apply.uway.com/2014main^OasDefault/apright_B_jangan_2014re,apright_B_jangan_140911.swf.html,Right2^winnt^msie^Other
0^1410486066^79be0d0a54117bc0^121.190.13.10^apply.uway.com/2014main^OasDefault/apcontents_bu_2014re,apcontents_bu_140805,contents_C^winxp^msie^explorer6
0^1410486066^d3fc685a541246a0^211.252.104.90^apply.uway.com/2014main^OasDefault/apright_B_jangan_2014re,apright_B_jangan_140911.swf.html,Right2^winnt^msie^explorer7
0^1410486066^70855ed253aa6f30^112.133.88.17^www.uway.com/10main^OasDefault/ubottom_hanzhong_2014,ubottom_hanzhong_140507.swf.html,Bottom1^winnt^msie^Other
0^1410486066^79be0d0a54117bc0^121.190.13.10^apply.uway.com/2014main^OasDefault/apcontents_koreait_2014re,apcontents_koreait_140321,maintop_C^winxp^msie^explorer6
0^1410486066^76db69e354124ef0^118.219.105.227^apply.uway.com/2014main^OasDefault/apleft_mju_2014re,apleft_mju_140415,Left2^winnt^msie^Other
0^1410486066^01f7bb7f54124b70^1.247.187.127^apply.uway.com/2014main^OasDefault/apright_A_kmu_2014re,apright_A_kmu_140911.swf.html,Right1^winnt^safari^safari3
n^1410486066^0e23a17e54124f30^14.35.161.126^apply.uway.com/2014main^OasDefault/apmainbox_gtec_2014re,apmainbox_gtec_140327.swf.html,mainbox^winxp^msie^explorer6
0^1410486066^76db69e354124ef0^118.219.105.227^apply.uway.com/2014main^OasDefault/apcontents_kbatv_2014re,apcontents_kbatv_140904,maintop_B^winnt^msie^Other
0^1410486066^b450723d540fd660^180.80.114.61^apply.uway.com/2014main^OasDefault/apcontents_baewha_2014re,apcontents_baewha_140321,contents_D^winnt^msie^explorer8
